distance_km,duration_min,vehicle_type,make,model,vehicle_year,seats,fuel_type,nominal_l_per_100km,allowed_load_kg,passengers,load_kg,traffic_band,weather,ac_used,urban_share,highway_share,actual_liters
128.9,142.2,Car,Hyundai,Elantra,2019,4,Diesel,7.4,600,3,246.1,High,Rain,1,0.5,0.5,13.86
431.9,952.0,Bus,Isuzu,Bus,2025,30,Diesel,14.5,3000,5,587.5,Low,Hot,1,0.77,0.23,79.82
425.2,817.5,Car,Hyundai,Elantra,2025,5,Diesel,6.4,500,3,385.1,Low,Clear,1,0.55,0.45,34.52
427.5,981.5,Car,Nissan,Sunny,2020,4,Diesel,6.2,600,3,85.4,Medium,Rain,0,0.84,0.16,35.96
192.6,241.8,Car,Toyota,Corolla,2022,5,Diesel,6.6,600,3,508.5,High,Windy,1,0.64,0.36,18.74
301.2,633.4,Car,Nissan,Sunny,2022,4,Petrol,7.5,400,4,233.1,High,Rain,1,0.14,0.86,31.55
159.6,184.7,Van,Ford,Transit,2016,14,Petrol,11.8,1100,10,952.5,Low,Rain,1,0.67,0.33,24.7
161.8,153.7,Van,Hyundai,H1,2021,8,Diesel,11.4,900,1,305.6,High,Windy,0,0.28,0.72,25.1
145.9,253.7,Van,Toyota,Hiace,2019,12,Diesel,9.9,1100,2,710.6,Medium,Rain,0,0.74,0.26,18.98
409.4,453.7,Car,Hyundai,Elantra,2020,5,Diesel,6.0,400,5,224.5,Medium,Clear,0,0.18,0.82,29.72
278.0,255.9,Bus,Toyota,Coaster,2020,40,Diesel,13.9,2000,15,542.2,Low,Hot,0,0.67,0.33,43.61
137.1,146.7,Car,Hyundai,Elantra,2016,5,Diesel,7.6,400,4,338.4,Medium,Hot,1,0.26,0.74,14.82
245.5,539.8,Bus,Toyota,Coaster,2021,30,Diesel,16.0,2000,11,1034.7,High,Hot,0,0.18,0.82,56.12
280.4,371.1,Car,Kia,Cerato,2023,4,Petrol,7.2,600,2,32.8,Medium,Clear,1,0.51,0.49,25.47
443.9,784.2,Bus,Toyota,Coaster,2018,18,Diesel,18.0,2000,18,842.7,Medium,Windy,0,0.58,0.42,107.42
266.4,273.8,Bus,Toyota,Coaster,2021,18,Petrol,19.8,1500,3,645.1,High,Hot,0,0.31,0.69,72.1
316.9,365.6,Van,Ford,Transit,2025,8,Diesel,9.8,700,7,493.6,Low,Windy,0,0.18,0.82,34.38
156.2,177.4,Car,Kia,Cerato,2017,5,Petrol,6.5,500,1,442.1,Low,Clear,1,0.18,0.82,11.43
226.7,306.5,Car,Kia,Cerato,2025,4,Petrol,8.4,400,1,351.4,Low,Windy,0,0.86,0.14,24.17
160.3,308.4,Bus,Mercedes,Sprinter,2017,18,Diesel,18.7,2000,4,607.2,High,Hot,1,0.9,0.1,49.69
88.8,137.3,Bus,Mercedes,Sprinter,2023,30,Diesel,14.7,1500,30,1179.2,Medium,Clear,0,0.66,0.34,15.74
184.9,281.6,Van,Hyundai,H1,2022,10,Diesel,10.3,700,8,90.9,High,Rain,1,0.36,0.64,29.94
246.5,298.2,Bus,Mercedes,Sprinter,2025,22,Diesel,19.6,2000,18,53.0,Medium,Rain,0,0.4,0.6,60.21
402.1,429.7,Bus,Toyota,Coaster,2018,18,Petrol,19.4,1500,7,604.4,High,Clear,0,0.88,0.12,101.67
24.9,58.8,Bus,Toyota,Coaster,2022,22,Diesel,19.9,1500,22,324.7,Medium,Windy,0,0.9,0.1,6.35
272.1,321.8,Van,Hyundai,H1,2020,12,Diesel,11.9,700,12,541.6,Low,Hot,0,0.64,0.36,37.22
121.4,137.8,Car,Kia,Cerato,2025,5,Diesel,6.7,500,2,476.1,High,Rain,0,0.21,0.79,12.74
199.0,309.9,Car,Nissan,Sunny,2019,4,Petrol,6.2,600,4,366.3,Low,,0,0.72,0.28,14.01
174.1,172.2,Car,Kia,Cerato,2022,5,Petrol,6.5,600,2,126.7,Low,Windy,1,0.12,0.88,12.89
235.5,571.0,Car,Hyundai,Elantra,2022,5,Petrol,6.1,600,3,234.8,Low,Clear,0,0.11,0.89,13.89
130.7,165.0,Car,Toyota,Corolla,2022,4,Diesel,6.0,500,2,347.8,High,Windy,1,0.93,0.07,12.3
433.6,623.9,Bus,Toyota,Coaster,2018,22,Petrol,14.0,3000,6,454.3,Low,Rain,1,0.22,0.78,75.42
202.5,300.1,Van,Toyota,Hiace,2023,14,Petrol,10.2,900,6,605.5,Low,Hot,0,0.28,0.72,22.83
67.9,157.6,Van,Hyundai,H1,2022,14,Petrol,10.0,900,5,816.1,High,Rain,0,0.27,0.73,9.62
126.6,148.8,Car,Nissan,Sunny,2018,4,Petrol,7.7,500,2,327.8,High,Hot,0,0.45,0.55,13.83
8.9,14.7,Bus,Isuzu,Bus,2016,18,Petrol,17.7,1500,3,389.7,Medium,Hot,0,0.91,0.09,2.03
362.0,701.7,Van,Hyundai,H1,2017,12,Diesel,11.3,900,3,385.4,High,Rain,0,0.58,0.42,61.7
215.4,302.4,Bus,Mercedes,Sprinter,2022,40,Diesel,13.7,1500,38,832.0,Medium,Rain,0,0.48,0.52,35.8
306.4,285.3,Van,Toyota,Hiace,2020,12,Petrol,8.8,700,11,154.0,High,Windy,1,0.7,0.3,41.83
233.5,230.1,Bus,Isuzu,Bus,2019,40,Diesel,19.9,2000,2,597.7,Low,Clear,0,0.7,0.3,50.05
9.8,24.1,Van,Ford,Transit,2025,8,Diesel,9.8,700,4,635.1,Medium,Rain,0,0.69,0.31,1.28
250.8,331.9,Van,Ford,Transit,2020,12,Petrol,9.0,900,8,828.5,Low,Windy,0,0.12,0.88,24.6
332.7,522.4,Car,Hyundai,Elantra,2016,4,Petrol,7.9,400,1,79.4,High,Rain,1,0.77,0.23,39.07
357.3,610.3,Bus,Mercedes,Sprinter,2022,22,Diesel,13.6,1500,3,476.5,High,Hot,1,0.79,0.21,74.81
83.3,156.0,Van,Ford,Transit,2017,8,Petrol,10.3,1100,4,776.0,High,Clear,0,0.26,0.74,11.15
116.7,183.8,Van,Ford,Transit,2022,14,Petrol,10.5,900,1,596.3,High,Windy,1,0.74,0.26,17.14
146.7,175.3,Van,Toyota,Hiace,2017,14,Diesel,8.5,1100,12,755.6,High,Clear,1,0.72,0.28,18.08
266.3,607.3,Van,Hyundai,H1,2019,14,Petrol,9.8,1100,8,970.4,Medium,Rain,1,0.84,0.16,39.53
167.7,251.3,Car,Hyundai,Elantra,2022,5,Diesel,7.0,600,2,107.6,Low,Hot,0,0.11,0.89,12.75
89.5,120.1,Van,Toyota,Hiace,2019,12,Diesel,11.8,1100,7,1043.1,Low,Rain,0,0.4,0.6,12.59
430.8,497.3,Car,Hyundai,Elantra,2016,5,Diesel,8.0,500,3,348.3,Medium,Clear,0,0.55,0.45,42.57
98.2,159.3,Bus,Toyota,Coaster,2019,18,Petrol,13.1,2000,11,768.0,Medium,Windy,1,0.59,0.41,16.81
214.0,514.0,Bus,Mercedes,Sprinter,2025,22,Diesel,18.7,1500,4,473.3,Low,Windy,0,0.55,0.45,45.02
104.4,263.1,Van,Ford,Transit,2019,10,Petrol,10.0,700,10,348.1,Low,Windy,1,0.51,0.49,12.64
238.0,310.7,Bus,Isuzu,Bus,2019,18,Petrol,15.1,1500,13,519.1,Low,Windy,1,0.27,0.73,41.76
269.3,281.0,Van,Hyundai,H1,2018,10,Petrol,10.3,900,5,421.2,Low,Rain,1,0.24,0.76,33.71
16.3,35.1,Van,Hyundai,H1,2024,10,Petrol,9.8,1100,3,372.7,Low,Windy,1,0.58,0.42,1.97
45.9,80.7,Car,Toyota,Corolla,2019,4,Diesel,6.4,600,1,259.3,Low,Rain,1,0.56,0.44,3.89
30.1,38.0,Car,Nissan,Sunny,2019,4,Petrol,6.3,500,2,249.8,Low,Hot,0,0.91,0.09,2.51
303.0,341.3,Bus,Isuzu,Bus,2016,40,Petrol,13.1,2000,3,256.1,Low,Hot,0,0.6,0.4,43.27
130.2,173.9,Car,Nissan,Sunny,2025,4,Diesel,6.4,400,2,337.2,High,Windy,1,0.27,0.73,12.96
363.1,399.7,Car,Nissan,Sunny,2022,5,Diesel,6.5,400,2,308.7,High,Windy,0,0.85,0.15,35.57
374.2,362.5,Car,Kia,Cerato,2019,4,Diesel,7.3,500,4,365.6,Medium,Rain,0,0.88,0.12,38.37
426.3,395.2,Car,Toyota,Corolla,2016,4,Diesel,8.1,600,4,442.7,Low,Clear,0,0.41,0.59,41.08
68.1,118.0,Van,Hyundai,H1,2020,8,Petrol,9.7,700,4,101.8,High,Clear,1,0.25,0.75,8.2
330.5,628.3,Bus,Toyota,Coaster,2017,30,Petrol,13.2,3000,22,465.4,Low,Rain,1,0.81,0.19,57.36
303.7,276.3,Car,Kia,Cerato,2016,5,Petrol,7.8,400,4,327.9,High,Clear,1,0.58,0.42,36.76
171.1,179.7,Van,Toyota,Hiace,2018,12,Diesel,10.3,900,9,148.2,High,Windy,1,0.25,0.75,24.3
117.7,254.5,Bus,Toyota,Coaster,2025,40,Petrol,15.5,2000,30,551.9,High,Hot,0,0.39,0.61,25.99
41.4,64.4,Bus,Mercedes,Sprinter,2022,22,Petrol,19.8,1500,17,661.9,High,Clear,0,0.32,0.68,10.51
237.8,241.1,Van,Hyundai,H1,2022,8,Petrol,9.8,900,6,679.8,High,Clear,0,0.64,0.36,31.24
139.8,264.7,Van,Toyota,Hiace,2022,8,Petrol,11.3,900,4,40.7,Low,Windy,0,0.28,0.72,17.86
177.5,325.5,Van,Hyundai,H1,2021,14,Diesel,8.5,1100,10,1013.1,High,Clear,1,0.93,0.07,22.74
427.4,489.3,Van,Ford,Transit,2021,8,Petrol,10.2,1100,7,61.8,Medium,Clear,1,0.31,0.69,48.82
142.9,169.3,Van,Hyundai,H1,2021,12,Petrol,9.5,900,4,560.1,Low,,0,0.6,0.4,15.71
295.9,672.6,Bus,Mercedes,Sprinter,2024,40,Diesel,14.9,3000,34,599.5,Medium,Windy,0,0.13,0.87,51.99
348.7,785.2,Car,Nissan,Sunny,2018,5,Petrol,6.6,500,3,435.5,High,Rain,0,0.71,0.29,37.37
14.1,39.7,Bus,Isuzu,Bus,2022,18,Petrol,16.1,2000,18,145.5,Medium,Clear,1,0.47,0.53,2.86
15.7,42.3,Van,Hyundai,H1,2017,14,Petrol,10.5,700,4,323.3,High,Windy,1,0.51,0.49,2.64
10.0,46.4,Car,Hyundai,Elantra,2022,4,Petrol,6.4,400,1,219.3,Medium,Clear,1,0.85,0.15,0.8
251.1,309.6,Bus,Toyota,Coaster,2022,40,Petrol,16.4,1500,5,192.4,Low,Hot,0,0.51,0.49,50.11
339.8,770.1,Van,Ford,Transit,2016,12,Petrol,12.3,900,7,44.3,High,Windy,1,0.48,0.52,63.35
271.5,453.7,Bus,Isuzu,Bus,2019,40,Petrol,17.5,3000,28,727.8,Medium,Clear,0,0.7,0.3,59.67
414.1,408.1,Van,Ford,Transit,2021,12,Diesel,9.7,1100,8,437.0,High,Hot,1,0.39,0.61,59.85
106.4,108.8,Car,Kia,Cerato,2024,5,Diesel,8.3,500,2,291.7,Medium,Windy,0,0.8,0.2,11.37
89.5,118.9,Bus,Isuzu,Bus,2020,22,Petrol,18.4,1500,18,398.9,Medium,Hot,0,0.72,0.28,22.17
420.0,565.5,Car,Nissan,Sunny,2020,5,Petrol,6.6,500,3,310.9,Medium,Clear,1,0.79,0.21,39.87
27.7,67.1,Van,Ford,Transit,2020,12,Diesel,10.5,900,10,115.1,Medium,,1,0.2,0.8,3.65
417.0,457.7,Car,Kia,Cerato,2017,4,Diesel,7.4,500,1,24.7,Medium,Windy,1,0.47,0.53,38.53
246.1,581.7,Car,Toyota,Corolla,2019,5,Petrol,7.9,400,5,301.4,Medium,Rain,0,0.18,0.82,27.11
198.7,213.3,Car,Hyundai,Elantra,2020,5,Diesel,6.3,400,4,101.1,Low,Clear,1,0.71,0.29,14.69
157.3,381.6,Bus,Toyota,Coaster,2024,22,Diesel,19.2,2000,13,1009.1,High,Hot,1,0.22,0.78,40.46
404.8,604.2,Car,Kia,Cerato,2020,5,Diesel,7.0,400,1,280.9,High,Hot,0,0.48,0.52,41.99
118.4,215.5,Car,Nissan,Sunny,2022,5,Diesel,7.8,500,3,249.7,Low,Hot,0,0.82,0.18,11.97
40.3,52.4,Bus,Mercedes,Sprinter,2020,18,Petrol,17.3,3000,10,187.1,Medium,Windy,0,0.29,0.71,7.93
12.6,31.1,Car,Hyundai,Elantra,2019,5,Diesel,7.4,500,1,52.3,Low,,0,0.55,0.45,1.1
366.9,490.4,Car,Hyundai,Elantra,2024,4,Diesel,6.8,400,4,71.3,Low,Rain,0,0.82,0.18,28.98
289.9,301.7,Car,Nissan,Sunny,2018,4,Diesel,7.8,600,4,98.8,Medium,Rain,1,0.68,0.32,31.42
228.9,314.3,Bus,Toyota,Coaster,2018,40,Diesel,18.3,3000,14,106.6,Medium,Windy,0,0.61,0.39,50.58
390.0,410.0,Van,Toyota,Hiace,2023,8,Diesel,9.4,1100,5,448.1,Low,Clear,0,0.87,0.13,39.83
404.2,376.9,Car,Nissan,Sunny,2018,4,Diesel,7.0,400,1,153.2,Medium,Rain,0,0.61,0.39,37.04
446.5,871.4,Van,Hyundai,H1,2016,10,Diesel,9.7,1100,5,84.7,High,Hot,1,0.12,0.88,60.53
21.1,44.3,Van,Toyota,Hiace,2024,8,Diesel,12.0,900,2,898.8,Low,Rain,1,0.66,0.34,3.46
10.4,35.6,Bus,Toyota,Coaster,2020,30,Petrol,15.8,1500,7,512.8,Low,Rain,1,0.94,0.06,2.1
55.8,86.0,Bus,Toyota,Coaster,2023,18,Diesel,14.5,1500,11,747.8,Medium,Rain,1,0.59,0.41,11.52
126.1,124.9,Car,Kia,Cerato,2023,4,Petrol,6.6,400,4,39.5,High,Windy,1,0.19,0.81,10.61
335.4,472.0,Van,Toyota,Hiace,2022,8,Petrol,11.3,1100,2,281.9,High,Rain,0,0.76,0.24,57.99
109.9,119.4,Van,Hyundai,H1,2020,8,Petrol,9.8,900,7,537.8,Medium,Rain,0,0.34,0.66,14.38
71.8,124.7,Bus,Toyota,Coaster,2016,18,Diesel,13.7,1500,5,1190.4,Low,Rain,0,0.13,0.87,11.89
22.3,55.8,Bus,Isuzu,Bus,2017,18,Diesel,13.3,2000,1,989.3,Low,Hot,1,0.8,0.2,3.93
291.3,316.8,Car,Kia,Cerato,2018,4,Diesel,6.2,600,2,419.6,Low,Rain,1,0.67,0.33,25.63
98.7,152.0,Van,Ford,Transit,2021,14,Petrol,10.2,700,1,74.0,High,Clear,0,0.19,0.81,12.13
418.8,478.1,Bus,Toyota,Coaster,2017,22,Diesel,18.0,2000,19,377.0,High,Hot,1,0.66,0.34,110.63
353.8,348.9,Car,Kia,Cerato,2022,5,Petrol,6.5,500,3,377.7,High,Rain,1,0.91,0.09,38.99
398.5,688.0,Van,Toyota,Hiace,2016,14,Diesel,12.0,900,5,818.4,High,Hot,1,0.13,0.87,67.78
70.8,102.8,Van,Toyota,Hiace,2019,8,Petrol,10.4,1100,5,593.3,High,Hot,1,0.75,0.25,11.76
267.2,240.9,Van,Ford,Transit,2022,14,Diesel,8.7,900,14,792.8,Medium,Hot,1,0.81,0.19,32.01
103.7,111.4,Car,Kia,Cerato,2016,5,Diesel,6.7,600,1,269.4,Low,Windy,1,0.11,0.89,9.0
385.6,361.8,Van,Ford,Transit,2017,10,Petrol,10.6,1100,6,211.4,High,Hot,0,0.68,0.32,53.57
77.0,127.8,Car,Kia,Cerato,2022,4,Petrol,7.6,600,3,76.6,Medium,Windy,0,0.16,0.84,6.39
227.7,236.7,Car,Kia,Cerato,2017,4,Petrol,6.3,500,1,251.0,High,Windy,0,0.4,0.6,18.55
77.2,132.7,Van,Ford,Transit,2017,8,Diesel,12.1,1100,4,537.0,High,Windy,0,0.39,0.61,12.66
439.4,476.5,Car,Hyundai,Elantra,2017,4,Petrol,7.6,500,4,287.6,Medium,Rain,1,0.65,0.35,46.96
189.9,211.0,Bus,Toyota,Coaster,2021,18,Diesel,19.9,2000,15,120.6,Low,Clear,0,0.5,0.5,40.26
387.1,858.0,Van,Toyota,Hiace,2016,12,Petrol,10.6,900,3,632.4,Medium,Hot,1,0.39,0.61,57.31
87.2,187.7,Van,Hyundai,H1,2021,12,Diesel,10.1,700,9,430.0,Low,Windy,0,0.18,0.82,9.52
340.9,316.5,Bus,Mercedes,Sprinter,2024,18,Petrol,14.6,2000,18,1123.5,High,Windy,1,0.19,0.81,69.25
427.3,505.8,Bus,Toyota,Coaster,2017,30,Petrol,18.2,1500,16,70.2,Medium,Rain,0,0.32,0.68,100.29
329.3,667.0,Bus,Isuzu,Bus,2019,18,Petrol,17.4,1500,17,301.5,Medium,,1,0.59,0.41,75.35
65.6,72.5,Van,Toyota,Hiace,2021,14,Petrol,9.3,1100,10,330.7,Low,Clear,1,0.32,0.68,7.06
435.4,744.5,Car,Kia,Cerato,2017,4,Petrol,7.4,600,2,598.9,High,Clear,0,0.68,0.32,43.38
156.9,217.3,Car,Hyundai,Elantra,2017,4,Diesel,8.1,400,1,350.1,Medium,Rain,1,0.66,0.34,19.89
223.0,213.5,Car,Nissan,Sunny,2019,5,Diesel,6.5,600,3,21.8,Medium,Hot,0,0.76,0.24,19.18
215.6,224.7,Car,Kia,Cerato,2016,4,Diesel,6.7,400,4,152.2,High,Hot,1,0.27,0.73,22.68
176.1,171.1,Van,Toyota,Hiace,2023,14,Diesel,12.1,700,11,655.1,Low,,1,0.54,0.46,28.16
117.2,224.3,Bus,Toyota,Coaster,2020,18,Petrol,13.4,1500,18,1029.9,High,Hot,1,0.93,0.07,22.78
331.0,361.4,Van,Ford,Transit,2017,12,Diesel,8.5,700,12,567.1,High,Hot,1,0.67,0.33,48.13
342.7,437.3,Car,Hyundai,Elantra,2023,5,Diesel,6.1,500,4,479.6,Low,Clear,0,0.58,0.42,22.83
103.2,193.0,Van,Ford,Transit,2018,8,Diesel,8.9,1100,1,297.0,High,Rain,0,0.94,0.06,14.03
24.7,45.0,Car,Toyota,Corolla,2019,4,Petrol,8.0,600,1,557.2,Medium,Hot,1,0.85,0.15,2.73
17.0,55.4,Van,Ford,Transit,2018,12,Petrol,12.2,900,1,607.2,Low,Hot,0,0.3,0.7,2.3
64.9,156.3,Car,Kia,Cerato,2025,5,Petrol,6.2,500,2,196.0,Medium,Rain,0,0.68,0.32,5.59
345.2,608.7,Van,Toyota,Hiace,2017,10,Diesel,11.2,900,2,402.5,High,,1,0.71,0.29,61.79
377.3,515.6,Bus,Isuzu,Bus,2025,22,Diesel,19.7,2000,20,272.7,High,Clear,0,0.44,0.56,90.97
254.2,378.0,Bus,Mercedes,Sprinter,2017,18,Petrol,14.6,3000,5,82.3,Low,Hot,0,0.3,0.7,38.92
373.5,847.9,Van,Ford,Transit,2018,8,Petrol,9.5,900,4,142.9,Low,Clear,0,0.63,0.37,36.55
389.0,412.7,Car,Kia,Cerato,2016,5,Petrol,6.1,400,2,307.9,High,Clear,0,0.68,0.32,33.39
304.1,317.9,Van,Toyota,Hiace,2022,8,Diesel,11.4,900,5,682.2,Medium,Hot,0,0.56,0.44,42.55
213.6,284.7,Car,Hyundai,Elantra,2022,5,Petrol,7.3,400,1,247.7,Low,Windy,0,0.42,0.58,18.34
71.4,126.1,Bus,Mercedes,Sprinter,2022,40,Diesel,15.6,1500,21,456.1,Low,Windy,1,0.8,0.2,14.42
385.9,482.4,Bus,Toyota,Coaster,2025,18,Petrol,15.8,1500,1,931.4,High,Hot,0,0.15,0.85,79.16
248.6,349.1,Bus,Mercedes,Sprinter,2018,18,Petrol,14.8,3000,8,628.5,Medium,Hot,0,0.44,0.56,44.08
186.4,359.1,Bus,Toyota,Coaster,2020,22,Diesel,16.7,3000,14,912.6,Low,Windy,1,0.28,0.72,35.86
88.0,110.3,Van,Ford,Transit,2016,14,Petrol,9.1,900,6,319.1,High,Hot,1,0.26,0.74,12.53
229.8,232.2,Van,Hyundai,H1,2024,12,Diesel,12.0,1100,12,137.7,Low,Hot,1,0.38,0.62,35.36
446.9,713.7,Bus,Isuzu,Bus,2016,30,Petrol,13.3,3000,7,266.5,Medium,Hot,1,0.6,0.4,85.94
326.0,342.3,Car,Toyota,Corolla,2023,4,Diesel,7.8,500,2,135.7,Low,Hot,1,0.28,0.72,29.99
342.5,531.9,Car,Toyota,Corolla,2023,4,Petrol,8.3,600,4,577.2,Medium,Clear,0,0.87,0.13,34.88
416.3,708.3,Car,Kia,Cerato,2024,5,Diesel,6.3,400,4,262.0,Medium,Windy,1,0.8,0.2,36.83
38.9,70.0,Car,Nissan,Sunny,2016,5,Diesel,7.5,500,5,326.9,High,Windy,0,0.56,0.44,4.01
274.9,352.2,Bus,Mercedes,Sprinter,2019,40,Diesel,14.4,3000,29,344.5,Medium,Rain,0,0.18,0.82,52.61
421.3,599.9,Bus,Mercedes,Sprinter,2023,30,Petrol,17.4,2000,24,74.7,High,Clear,0,0.73,0.27,92.07
176.9,197.0,Bus,Mercedes,Sprinter,2016,30,Diesel,15.7,3000,24,271.2,Low,Hot,1,0.86,0.14,35.07
291.6,567.2,Bus,Mercedes,Sprinter,2024,40,Petrol,17.4,2000,34,1001.0,Medium,Clear,0,0.31,0.69,63.09
65.7,156.4,Van,Hyundai,H1,2024,10,Petrol,10.4,1100,6,683.7,Low,Clear,0,0.67,0.33,7.68
421.1,458.4,Van,Ford,Transit,2018,8,Diesel,11.7,900,5,533.0,Low,Rain,1,0.75,0.25,68.4
243.2,366.4,Bus,Isuzu,Bus,2018,40,Diesel,13.6,3000,37,312.9,Medium,,1,0.12,0.88,40.02
350.4,493.2,Car,Toyota,Corolla,2018,4,Diesel,8.1,400,1,175.0,High,Clear,1,0.23,0.77,40.06
275.0,437.6,Van,Toyota,Hiace,2024,10,Petrol,9.7,1100,6,722.2,High,Hot,0,0.81,0.19,41.39
267.8,412.5,Car,Hyundai,Elantra,2022,5,Petrol,6.9,600,4,403.3,Low,Rain,1,0.39,0.61,24.62
441.3,461.8,Car,Hyundai,Elantra,2021,4,Diesel,8.0,500,2,393.1,Medium,Hot,0,0.6,0.4,48.23
272.2,262.8,Car,Nissan,Sunny,2022,4,Diesel,6.0,600,1,87.7,Medium,Hot,0,0.17,0.83,18.35
285.3,628.5,Car,Nissan,Sunny,2020,4,Petrol,7.5,500,1,237.5,Low,Hot,1,0.65,0.35,27.85
130.3,264.9,Van,Hyundai,H1,2025,8,Diesel,12.1,900,8,799.2,High,Rain,1,0.67,0.33,25.83
316.2,388.5,Bus,Isuzu,Bus,2025,40,Diesel,19.5,1500,17,46.8,High,Windy,0,0.92,0.08,78.89
247.4,525.0,Van,Ford,Transit,2023,10,Diesel,9.3,900,3,616.7,Low,Hot,0,0.42,0.58,25.93
59.0,108.5,Van,Toyota,Hiace,2022,14,Diesel,10.5,1100,11,608.8,Medium,Windy,0,0.72,0.28,7.45
206.0,247.7,Bus,Mercedes,Sprinter,2019,18,Petrol,16.0,2000,13,575.1,Low,Hot,1,0.73,0.27,41.92
50.5,107.9,Car,Toyota,Corolla,2018,5,Diesel,8.2,600,4,119.5,High,Windy,1,0.77,0.23,6.3
186.7,297.8,Bus,Mercedes,Sprinter,2021,18,Petrol,18.9,1500,15,1152.5,Low,Rain,1,0.44,0.56,49.88
167.5,418.9,Van,Hyundai,H1,2016,10,Petrol,12.1,1100,2,731.6,Low,Hot,0,0.63,0.37,24.63
310.6,439.9,Bus,Toyota,Coaster,2017,18,Diesel,18.4,3000,3,636.9,Low,Clear,0,0.38,0.62,61.5
133.5,166.9,Bus,Isuzu,Bus,2024,30,Petrol,14.6,3000,6,169.7,Low,Windy,0,0.91,0.09,22.92
137.7,184.3,Bus,Isuzu,Bus,2018,30,Diesel,16.6,2000,20,624.4,High,,0,0.34,0.66,29.22
183.7,268.8,Bus,Toyota,Coaster,2024,18,Petrol,15.5,1500,6,50.9,High,Rain,1,0.42,0.58,38.55
412.3,540.9,Van,Ford,Transit,2025,14,Diesel,10.0,700,3,589.2,Low,Windy,0,0.52,0.48,50.86
300.3,305.2,Bus,Mercedes,Sprinter,2016,22,Petrol,15.6,3000,13,469.5,High,Windy,1,0.58,0.42,63.58
210.0,303.4,Bus,Toyota,Coaster,2022,30,Diesel,14.9,1500,27,982.0,Medium,Hot,0,0.64,0.36,38.22
309.6,290.2,Bus,Isuzu,Bus,2017,18,Petrol,15.4,1500,11,872.5,Medium,Hot,1,0.43,0.57,71.51
104.5,107.7,Bus,Mercedes,Sprinter,2017,30,Diesel,16.7,3000,18,858.5,Medium,Windy,0,0.91,0.09,22.66
8.4,33.6,Car,Kia,Cerato,2019,5,Petrol,7.9,500,5,415.7,Low,Clear,1,0.61,0.39,0.78
141.9,231.1,Car,Kia,Cerato,2022,4,Petrol,6.2,500,3,417.2,Low,Clear,0,0.72,0.28,10.0
432.1,727.6,Car,Hyundai,Elantra,2016,5,Petrol,7.1,500,1,156.1,Low,Clear,1,0.25,0.75,35.41
62.8,78.0,Bus,Mercedes,Sprinter,2021,22,Diesel,18.3,1500,12,494.6,Low,Windy,1,0.45,0.55,14.81
232.0,228.4,Van,Hyundai,H1,2021,12,Diesel,12.0,700,5,388.1,Medium,Rain,1,0.78,0.22,39.09
65.6,89.2,Bus,Mercedes,Sprinter,2016,18,Petrol,18.7,2000,2,204.0,Medium,Windy,0,0.6,0.4,16.27
218.8,291.6,Car,Kia,Cerato,2021,5,Diesel,6.2,400,4,231.1,Low,Clear,1,0.36,0.64,16.8
291.2,555.7,Car,Nissan,Sunny,2020,4,Petrol,7.1,600,3,510.7,High,Hot,1,0.34,0.66,33.55
274.9,276.7,Bus,Mercedes,Sprinter,2019,22,Petrol,14.3,1500,21,379.7,Low,Clear,1,0.73,0.27,49.92
235.8,505.6,Car,Nissan,Sunny,2022,5,Diesel,6.1,400,2,361.9,Medium,Rain,1,0.32,0.68,22.13
175.2,203.6,Bus,Mercedes,Sprinter,2023,30,Petrol,14.0,1500,4,483.1,High,Hot,1,0.92,0.08,37.86
430.7,400.7,Car,Nissan,Sunny,2018,4,Diesel,8.3,600,2,110.0,High,Hot,1,0.85,0.15,58.07
149.7,246.2,Car,Kia,Cerato,2018,4,Diesel,7.4,400,2,141.7,Medium,Windy,1,0.2,0.8,14.92
121.2,224.9,Car,Nissan,Sunny,2021,5,Diesel,6.6,400,4,252.3,High,Clear,0,0.86,0.14,11.08
213.5,280.4,Van,Toyota,Hiace,2025,10,Petrol,8.7,700,2,165.7,High,Windy,0,0.59,0.41,24.94
88.9,205.9,Car,Hyundai,Elantra,2024,5,Diesel,7.0,600,5,303.6,High,Rain,1,0.4,0.6,9.01
128.8,228.3,Car,Nissan,Sunny,2016,4,Petrol,8.0,400,1,329.6,High,Windy,0,0.49,0.51,14.57
300.5,628.3,Car,Hyundai,Elantra,2021,4,Petrol,7.9,600,3,399.2,High,Hot,0,0.62,0.38,32.0
26.5,58.8,Car,Nissan,Sunny,2022,4,Petrol,7.5,400,2,79.8,High,Rain,1,0.5,0.5,3.03
58.8,77.5,Car,Toyota,Corolla,2016,5,Petrol,7.0,400,3,271.5,High,Rain,0,0.27,0.73,6.21
207.6,218.5,Van,Hyundai,H1,2018,12,Diesel,9.3,700,9,90.5,Medium,Hot,0,0.18,0.82,21.56
12.6,22.0,Car,Kia,Cerato,2018,4,Petrol,6.4,500,3,497.4,Medium,Rain,0,0.79,0.21,1.21
371.5,382.6,Bus,Isuzu,Bus,2023,30,Diesel,13.9,3000,15,160.0,Medium,Hot,1,0.89,0.11,69.8
445.6,415.5,Car,Kia,Cerato,2018,4,Petrol,8.2,400,3,253.4,Medium,Hot,1,0.34,0.66,47.7
241.3,222.1,Van,Ford,Transit,2020,8,Petrol,10.1,700,6,197.5,Low,Clear,0,0.7,0.3,28.61
